refund_id,payment_id,refund_amount,created_date
REF0000003391,PAY0000003391,29.9,2025-01-07
REF0000003392,PAY0000003392,24.84,2023-11-16
REF0000003394,PAY0000003394,16.9,2025-02-19
REF0000003401,PAY0000003401,14.86,2024-10-06
REF0000003402,PAY0000003402,14.39,2025-03-11
REF0000003408,PAY0000003408,5.79,2025-02-19
REF0000003409,PAY0000003409,28.99,2024-07-07
REF0000003414,PAY0000003414,5.19,2024-02-18
REF0000003416,PAY0000003416,21.97,2023-10-31
REF0000003422,PAY0000003422,13.73,2024-11-28
REF0000003424,PAY0000003424,37.46,2024-03-16
REF0000003427,PAY0000003427,17.57,2024-12-20
REF0000003429,PAY0000003429,44.14,2023-12-29
REF0000003435,PAY0000003435,17.84,2023-11-03
REF0000003448,PAY0000003448,20.59,2023-01-31
REF0000003460,PAY0000003460,46.75,2024-03-05
REF0000003461,PAY0000003461,17.03,2024-02-01
REF0000003463,PAY0000003463,3.38,2024-02-17
REF0000003465,PAY0000003465,16.49,2023-12-24
REF0000003467,PAY0000003467,17.26,2024-03-31
REF0000003468,PAY0000003468,29.77,2025-06-18
REF0000003470,PAY0000003470,4.72,2024-05-01
REF0000003480,PAY0000003480,27.79,2024-05-30
REF0000003482,PAY0000003482,11.47,2023-05-07
REF0000003485,PAY0000003485,5.94,2023-11-29
REF0000003492,PAY0000003492,4.01,2024-04-21
REF0000003499,PAY0000003499,8.14,2024-06-06
REF0000003514,PAY0000003514,23.26,2025-02-27
REF0000003516,PAY0000003516,10.35,2024-04-27
REF0000003518,PAY0000003518,5.03,2024-05-09
REF0000003525,PAY0000003525,42.39,2023-07-15
REF0000003535,PAY0000003535,47.34,2024-08-17
REF0000003550,PAY0000003550,13.29,2025-03-22
REF0000003569,PAY0000003569,10.99,2024-05-12
REF0000003573,PAY0000003573,45.81,2024-02-07
REF0000003578,PAY0000003578,9.96,2023-06-29
REF0000003587,PAY0000003587,53.25,2024-07-06
REF0000003593,PAY0000003593,25.73,2023-09-12
REF0000003599,PAY0000003599,45.98,2024-04-20
REF0000003601,PAY0000003601,8.19,2025-04-08
REF0000003620,PAY0000003620,36.71,2024-10-21
REF0000003624,PAY0000003624,6.21,2023-05-06
REF0000003627,PAY0000003627,22.44,2025-04-27
REF0000003633,PAY0000003633,28.14,2023-12-25
REF0000003637,PAY0000003637,13.98,2024-10-13
REF0000003644,PAY0000003644,25.73,2023-11-24
REF0000003654,PAY0000003654,54.76,2023-08-12
REF0000003661,PAY0000003661,10.11,2024-02-02
REF0000003665,PAY0000003665,25.75,2024-01-18
REF0000003672,PAY0000003672,13.64,2023-11-23
REF0000003677,PAY0000003677,14.68,2023-10-26
REF0000003687,PAY0000003687,10.32,2023-08-23
REF0000003707,PAY0000003707,4.42,2025-03-11
REF0000003708,PAY0000003708,7.08,2023-03-23
REF0000003709,PAY0000003709,34.99,2024-01-05
REF0000003721,PAY0000003721,44.68,2025-01-25
REF0000003727,PAY0000003727,54.73,2025-01-07
REF0000003734,PAY0000003734,29.19,2023-12-24
REF0000003742,PAY0000003742,7.22,2025-03-08
REF0000003747,PAY0000003747,4.34,2024-05-02
REF0000003748,PAY0000003748,9.2,2024-01-27
REF0000003750,PAY0000003750,28.43,2023-11-24
REF0000003752,PAY0000003752,22.68,2024-09-28
REF0000003756,PAY0000003756,4.07,2025-01-24
REF0000003758,PAY0000003758,30.12,2025-04-13
REF0000003764,PAY0000003764,20.71,2024-07-05
REF0000003768,PAY0000003768,10.41,2024-12-22
REF0000003769,PAY0000003769,20.27,2024-08-17
REF0000003777,PAY0000003777,18.93,2024-04-09
REF0000003784,PAY0000003784,3.83,2024-04-16
REF0000003790,PAY0000003790,12.21,2024-05-05
REF0000003793,PAY0000003793,4.88,2024-08-13
REF0000003795,PAY0000003795,25.74,2024-05-21
REF0000003797,PAY0000003797,10.26,2024-04-26
REF0000003809,PAY0000003809,92.0,2024-03-10
REF0000003811,PAY0000003811,16.71,2024-10-22
REF0000003816,PAY0000003816,0.92,2023-12-16
REF0000003825,PAY0000003825,9.22,2025-02-07
REF0000003826,PAY0000003826,48.11,2023-05-24
REF0000003828,PAY0000003828,6.66,2023-02-11
REF0000003843,PAY0000003843,7.54,2023-05-21
REF0000003844,PAY0000003844,21.19,2025-04-01
REF0000003847,PAY0000003847,33.49,2023-10-16
REF0000003855,PAY0000003855,3.74,2024-09-23
REF0000003861,PAY0000003861,27.84,2023-06-28
REF0000003874,PAY0000003874,8.29,2024-01-18
REF0000003888,PAY0000003888,81.94,2025-03-23
REF0000003913,PAY0000003913,15.77,2024-03-27
REF0000003927,PAY0000003927,15.53,2024-07-23
REF0000003928,PAY0000003928,7.76,2023-04-03
REF0000003931,PAY0000003931,18.02,2023-08-18
REF0000003941,PAY0000003941,24.56,2024-03-09
REF0000003943,PAY0000003943,36.29,2025-02-01
REF0000003948,PAY0000003948,48.86,2023-04-05
REF0000003954,PAY0000003954,104.41,2024-01-01
REF0000003958,PAY0000003958,51.91,2025-01-21
REF0000003959,PAY0000003959,28.1,2023-11-04
REF0000003967,PAY0000003967,6.04,2023-10-09
REF0000003970,PAY0000003970,26.72,2023-08-27
REF0000003973,PAY0000003973,62.53,2023-02-24
REF0000004003,PAY0000004003,20.13,2025-07-11
REF0000004008,PAY0000004008,10.48,2025-06-10
REF0000004018,PAY0000004018,46.85,2023-06-07
REF0000004022,PAY0000004022,25.97,2023-03-15
REF0000004035,PAY0000004035,29.23,2023-05-10
REF0000004036,PAY0000004036,7.63,2024-01-05
REF0000004038,PAY0000004038,35.48,2023-10-23
REF0000004043,PAY0000004043,17.57,2025-05-11
REF0000004045,PAY0000004045,17.0,2024-08-17
REF0000004046,PAY0000004046,10.9,2025-04-26
REF0000004058,PAY0000004058,20.57,2023-08-19
REF0000004066,PAY0000004066,58.55,2025-06-08
REF0000004069,PAY0000004069,35.96,2023-03-25
REF0000004090,PAY0000004090,9.27,2024-03-12
REF0000004093,PAY0000004093,7.07,2023-07-19
REF0000004101,PAY0000004101,6.93,2025-03-27
REF0000004103,PAY0000004103,52.92,2025-03-12
REF0000004125,PAY0000004125,1.37,2023-11-01
REF0000004126,PAY0000004126,62.71,2024-03-16
REF0000004132,PAY0000004132,11.58,2025-04-03
REF0000004140,PAY0000004140,12.56,2024-08-05
REF0000004151,PAY0000004151,67.22,2024-09-11
REF0000004157,PAY0000004157,30.93,2023-05-16
REF0000004161,PAY0000004161,7.35,2023-07-22
REF0000004163,PAY0000004163,33.0,2023-11-18
REF0000004164,PAY0000004164,22.28,2024-09-21
REF0000004166,PAY0000004166,8.52,2023-12-23
REF0000004169,PAY0000004169,1.98,2025-05-19
REF0000004172,PAY0000004172,52.84,2025-07-05
REF0000004173,PAY0000004173,33.54,2023-06-30
REF0000004175,PAY0000004175,9.97,2025-03-29
REF0000004179,PAY0000004179,1.48,2023-09-07
REF0000004182,PAY0000004182,21.72,2024-06-17
REF0000004184,PAY0000004184,9.29,2024-04-14
REF0000004185,PAY0000004185,108.4,2024-01-27
REF0000004192,PAY0000004192,29.05,2024-11-01
REF0000004196,PAY0000004196,6.89,2024-11-24
REF0000004201,PAY0000004201,3.98,2024-07-03
REF0000004202,PAY0000004202,5.58,2023-07-23
REF0000004206,PAY0000004206,51.07,2025-06-09
REF0000004208,PAY0000004208,31.21,2023-10-30
REF0000004210,PAY0000004210,28.14,2023-02-21
REF0000004211,PAY0000004211,11.14,2025-05-08
REF0000004231,PAY0000004231,46.52,2023-12-30
REF0000004233,PAY0000004233,6.15,2025-04-24
REF0000004240,PAY0000004240,43.77,2023-02-17
REF0000004245,PAY0000004245,2.91,2025-03-05
REF0000004252,PAY0000004252,3.82,2025-02-14
REF0000004257,PAY0000004257,9.94,2024-10-04
REF0000004259,PAY0000004259,2.01,2025-02-25
REF0000004260,PAY0000004260,38.1,2025-02-24
REF0000004267,PAY0000004267,2.44,2024-04-15
REF0000004274,PAY0000004274,11.61,2024-06-27
REF0000004282,PAY0000004282,13.66,2023-07-07
REF0000004286,PAY0000004286,26.01,2024-02-17
REF0000004287,PAY0000004287,43.55,2023-06-09
REF0000004291,PAY0000004291,39.6,2023-06-02
REF0000004303,PAY0000004303,49.82,2023-06-14
REF0000004307,PAY0000004307,6.98,2023-07-05
REF0000004316,PAY0000004316,8.49,2024-02-06
REF0000004317,PAY0000004317,5.7,2024-08-16
REF0000004319,PAY0000004319,25.09,2023-05-16
REF0000004322,PAY0000004322,12.35,2023-03-26
REF0000004326,PAY0000004326,24.14,2024-02-02
REF0000004327,PAY0000004327,1.71,2024-12-02
REF0000004359,PAY0000004359,3.33,2025-03-28
REF0000004360,PAY0000004360,36.39,2024-07-16
REF0000004362,PAY0000004362,4.22,2025-05-03
REF0000004363,PAY0000004363,40.34,2025-04-12
REF0000004370,PAY0000004370,14.27,2025-02-02
REF0000004372,PAY0000004372,5.28,2024-04-30
REF0000004373,PAY0000004373,16.84,2024-01-12
REF0000004387,PAY0000004387,37.23,2023-09-02
REF0000004409,PAY0000004409,16.08,2023-10-02
REF0000004410,PAY0000004410,5.15,2024-08-18
REF0000004415,PAY0000004415,1.77,2025-04-09
REF0000004418,PAY0000004418,24.06,2023-03-12
REF0000004422,PAY0000004422,8.7,2023-08-30
REF0000004431,PAY0000004431,59.35,2023-11-19
REF0000004443,PAY0000004443,27.75,2025-05-10
REF0000004445,PAY0000004445,22.22,2024-11-07
REF0000004453,PAY0000004453,9.72,2024-07-06
REF0000004462,PAY0000004462,2.58,2024-04-10
REF0000004463,PAY0000004463,13.92,2023-02-03
REF0000004467,PAY0000004467,12.11,2024-01-22
REF0000004477,PAY0000004477,11.71,2023-06-30
REF0000004479,PAY0000004479,56.49,2024-07-27
REF0000004480,PAY0000004480,21.49,2025-05-04
REF0000004484,PAY0000004484,17.48,2023-06-23
REF0000004489,PAY0000004489,14.17,2023-05-12
REF0000004492,PAY0000004492,34.97,2024-06-19
REF0000004498,PAY0000004498,40.56,2023-03-01
REF0000004501,PAY0000004501,41.44,2024-05-19
REF0000004502,PAY0000004502,72.79,2023-04-27
REF0000004506,PAY0000004506,9.95,2023-04-26
REF0000004513,PAY0000004513,31.06,2023-12-20
REF0000004514,PAY0000004514,44.22,2023-04-23
REF0000004520,PAY0000004520,9.26,2023-11-30
REF0000004523,PAY0000004523,55.51,2025-06-04
REF0000004529,PAY0000004529,28.26,2023-10-03
REF0000004543,PAY0000004543,46.18,2023-12-08
REF0000004547,PAY0000004547,13.14,2025-05-30
REF0000004561,PAY0000004561,11.15,2024-05-24
REF0000004564,PAY0000004564,24.68,2025-06-16
REF0000004565,PAY0000004565,7.59,2024-03-21
REF0000004567,PAY0000004567,31.05,2024-08-18
REF0000004571,PAY0000004571,29.7,2024-12-05
REF0000004577,PAY0000004577,44.08,2025-03-07
REF0000004589,PAY0000004589,1.0,2023-11-14
REF0000004591,PAY0000004591,65.61,2025-04-27
REF0000004593,PAY0000004593,11.75,2023-02-03
REF0000004597,PAY0000004597,16.41,2024-11-16
REF0000004605,PAY0000004605,18.33,2023-08-17
REF0000004615,PAY0000004615,12.9,2024-09-05
REF0000004617,PAY0000004617,9.93,2024-11-06
REF0000004620,PAY0000004620,25.17,2024-05-04
REF0000004629,PAY0000004629,248.4,2023-12-08
REF0000004640,PAY0000004640,35.48,2023-05-06
REF0000004650,PAY0000004650,20.25,2024-03-04
REF0000004652,PAY0000004652,54.74,2025-05-29
REF0000004655,PAY0000004655,58.69,2024-10-21
REF0000004661,PAY0000004661,39.8,2024-06-12
REF0000004664,PAY0000004664,23.16,2025-06-20
REF0000004666,PAY0000004666,14.41,2023-12-13
REF0000004684,PAY0000004684,23.63,2023-11-25
REF0000004687,PAY0000004687,9.46,2024-05-02
REF0000004696,PAY0000004696,26.76,2023-04-23
REF0000004702,PAY0000004702,22.12,2023-05-26
REF0000004703,PAY0000004703,25.56,2023-07-20
REF0000004740,PAY0000004740,6.91,2025-03-22
REF0000004751,PAY0000004751,28.74,2025-03-17
REF0000004752,PAY0000004752,40.32,2024-06-08
REF0000004753,PAY0000004753,66.45,2024-04-03
REF0000004757,PAY0000004757,43.99,2024-11-19
REF0000004759,PAY0000004759,46.57,2024-08-25
REF0000004772,PAY0000004772,284.81,2024-10-12
REF0000004786,PAY0000004786,4.69,2024-10-15
REF0000004792,PAY0000004792,2.75,2023-09-03
REF0000004806,PAY0000004806,19.06,2023-08-27
REF0000004813,PAY0000004813,22.14,2023-03-26
REF0000004817,PAY0000004817,14.34,2023-03-26
REF0000004823,PAY0000004823,11.66,2024-04-20
REF0000004837,PAY0000004837,0.99,2025-06-17
REF0000004851,PAY0000004851,19.26,2023-01-25
REF0000004856,PAY0000004856,37.23,2023-06-15
REF0000004867,PAY0000004867,9.02,2025-01-21
REF0000004876,PAY0000004876,8.96,2023-07-24
REF0000004879,PAY0000004879,5.13,2024-01-15
REF0000004882,PAY0000004882,18.7,2023-08-19
REF0000004887,PAY0000004887,44.48,2024-05-09
REF0000004894,PAY0000004894,11.52,2023-12-26
REF0000004902,PAY0000004902,6.98,2024-07-24
REF0000004909,PAY0000004909,10.46,2024-04-18
REF0000004929,PAY0000004929,51.51,2025-05-26
REF0000004934,PAY0000004934,33.47,2025-01-03
REF0000004939,PAY0000004939,59.47,2024-12-10
REF0000004942,PAY0000004942,24.26,2024-11-06
REF0000004949,PAY0000004949,10.05,2024-11-11
REF0000004953,PAY0000004953,36.4,2023-09-01
REF0000004969,PAY0000004969,3.95,2023-04-12
REF0000004981,PAY0000004981,7.99,2023-12-21
REF0000004987,PAY0000004987,15.53,2023-11-29
REF0000005006,PAY0000005006,23.35,2024-10-13
REF0000005009,PAY0000005009,5.58,2023-04-21
REF0000005013,PAY0000005013,13.73,2024-12-02
REF0000005018,PAY0000005018,17.03,2023-11-28
REF0000005024,PAY0000005024,6.76,2024-04-29
REF0000005025,PAY0000005025,9.35,2023-03-21
REF0000005029,PAY0000005029,58.94,2024-04-07
REF0000005032,PAY0000005032,35.75,2023-07-18
REF0000005042,PAY0000005042,3.52,2024-10-07
REF0000005044,PAY0000005044,25.87,2023-11-23
REF0000005057,PAY0000005057,36.71,2025-02-18
REF0000005059,PAY0000005059,45.7,2024-03-30
REF0000005062,PAY0000005062,21.46,2024-10-13
REF0000005063,PAY0000005063,27.67,2024-12-29
REF0000005064,PAY0000005064,16.55,2025-02-23
REF0000005065,PAY0000005065,73.46,2024-03-05
REF0000005069,PAY0000005069,12.35,2023-10-31
REF0000005072,PAY0000005072,21.36,2025-04-04
REF0000005075,PAY0000005075,14.5,2024-01-04
REF0000005076,PAY0000005076,26.87,2025-03-06
REF0000005077,PAY0000005077,18.06,2024-09-25
REF0000005078,PAY0000005078,117.94,2025-05-23
REF0000005080,PAY0000005080,26.01,2023-08-19
REF0000005087,PAY0000005087,17.39,2024-09-28
REF0000005097,PAY0000005097,37.55,2023-11-06
REF0000005102,PAY0000005102,4.64,2023-06-10
REF0000005107,PAY0000005107,10.4,2023-12-11
REF0000005111,PAY0000005111,14.9,2024-10-01
REF0000005130,PAY0000005130,8.42,2025-01-12
REF0000005131,PAY0000005131,11.61,2024-07-10
REF0000005136,PAY0000005136,75.73,2023-12-10
REF0000005139,PAY0000005139,15.47,2023-09-19
REF0000005147,PAY0000005147,7.48,2023-12-05
REF0000005149,PAY0000005149,22.38,2023-02-06
REF0000005151,PAY0000005151,5.53,2024-06-01
REF0000005152,PAY0000005152,13.29,2025-01-24
REF0000005163,PAY0000005163,12.54,2023-10-21
REF0000005167,PAY0000005167,4.02,2024-08-12
REF0000005175,PAY0000005175,21.81,2025-05-25
REF0000005182,PAY0000005182,22.12,2025-04-16
REF0000005187,PAY0000005187,31.16,2023-03-12
REF0000005189,PAY0000005189,23.97,2023-01-29
REF0000005192,PAY0000005192,49.54,2024-01-15
REF0000005194,PAY0000005194,17.8,2024-07-08
REF0000005195,PAY0000005195,4.44,2024-07-08
REF0000005211,PAY0000005211,11.56,2023-08-22
REF0000005213,PAY0000005213,37.2,2023-12-28
REF0000005218,PAY0000005218,21.28,2025-05-24
REF0000005220,PAY0000005220,63.6,2024-08-22
REF0000005221,PAY0000005221,9.96,2023-04-08
REF0000005222,PAY0000005222,13.25,2025-03-28
REF0000005226,PAY0000005226,45.68,2023-04-02
REF0000005239,PAY0000005239,70.6,2024-07-07
REF0000005249,PAY0000005249,10.62,2025-03-16
REF0000005258,PAY0000005258,17.37,2023-04-24
REF0000005268,PAY0000005268,58.1,2024-04-02
REF0000005269,PAY0000005269,96.77,2024-06-14
REF0000005272,PAY0000005272,3.96,2023-09-29
REF0000005291,PAY0000005291,22.17,2025-03-27
REF0000005305,PAY0000005305,36.8,2023-04-11
REF0000005312,PAY0000005312,8.57,2025-03-29
REF0000005317,PAY0000005317,20.46,2023-06-25
REF0000005320,PAY0000005320,19.45,2025-02-03
REF0000005328,PAY0000005328,12.96,2024-11-19
REF0000005331,PAY0000005331,12.67,2023-12-06
REF0000005335,PAY0000005335,37.47,2025-07-16
REF0000005340,PAY0000005340,16.27,2023-03-02
REF0000005342,PAY0000005342,12.52,2025-04-19
REF0000005347,PAY0000005347,21.67,2023-04-05
REF0000005351,PAY0000005351,3.25,2023-01-28
REF0000005355,PAY0000005355,16.33,2025-06-24
REF0000005359,PAY0000005359,31.61,2023-04-08
REF0000005363,PAY0000005363,30.19,2024-04-28
REF0000005385,PAY0000005385,3.87,2024-08-04
REF0000005386,PAY0000005386,74.58,2024-05-19
REF0000005388,PAY0000005388,4.43,2025-04-24
REF0000005392,PAY0000005392,24.67,2025-03-08
REF0000005398,PAY0000005398,51.76,2023-06-29
REF0000005404,PAY0000005404,8.68,2023-02-05
REF0000005417,PAY0000005417,11.23,2023-07-06
REF0000005426,PAY0000005426,14.61,2023-03-11
REF0000005427,PAY0000005427,10.34,2025-02-28
REF0000005449,PAY0000005449,26.34,2024-05-27
REF0000005453,PAY0000005453,57.43,2025-01-03
REF0000005464,PAY0000005464,15.57,2024-12-19
REF0000005468,PAY0000005468,24.13,2025-06-08
REF0000005469,PAY0000005469,15.43,2023-08-06
REF0000005476,PAY0000005476,6.98,2023-02-24
REF0000005483,PAY0000005483,17.42,2024-11-15
REF0000005485,PAY0000005485,34.65,2024-08-14
REF0000005487,PAY0000005487,58.77,2024-10-13
REF0000005488,PAY0000005488,15.54,2024-01-14
REF0000005489,PAY0000005489,14.77,2025-01-28
REF0000005492,PAY0000005492,0.61,2025-05-23
REF0000005510,PAY0000005510,22.11,2023-02-24
REF0000005513,PAY0000005513,21.73,2024-11-20
REF0000005514,PAY0000005514,17.77,2024-11-09
REF0000005517,PAY0000005517,16.04,2023-02-03
REF0000005520,PAY0000005520,77.22,2024-05-13
REF0000005524,PAY0000005524,5.82,2023-05-08
REF0000005529,PAY0000005529,16.47,2024-10-06
REF0000005533,PAY0000005533,28.42,2023-09-24
REF0000005535,PAY0000005535,45.59,2025-01-27
REF0000005538,PAY0000005538,50.75,2024-09-12
REF0000005541,PAY0000005541,8.79,2025-01-07
REF0000005558,PAY0000005558,8.85,2024-05-04
REF0000005562,PAY0000005562,39.67,2023-11-04
REF0000005572,PAY0000005572,21.96,2024-11-30
REF0000005574,PAY0000005574,41.7,2024-03-04
REF0000005582,PAY0000005582,11.39,2025-03-04
REF0000005586,PAY0000005586,5.51,2023-10-19
REF0000005588,PAY0000005588,10.54,2025-03-11
REF0000005594,PAY0000005594,9.09,2025-05-17
REF0000005595,PAY0000005595,31.24,2023-08-01
REF0000005597,PAY0000005597,13.54,2024-03-27
REF0000005611,PAY0000005611,9.71,2025-04-12
REF0000005616,PAY0000005616,16.94,2023-01-30
REF0000005623,PAY0000005623,27.45,2024-10-27
REF0000005635,PAY0000005635,8.03,2025-01-09
REF0000005645,PAY0000005645,7.66,2024-12-22
REF0000005649,PAY0000005649,27.28,2023-02-14
REF0000005658,PAY0000005658,3.89,2024-04-07
REF0000005659,PAY0000005659,45.7,2024-08-01
REF0000005660,PAY0000005660,10.32,2023-11-05
REF0000005664,PAY0000005664,39.43,2025-05-03
REF0000005667,PAY0000005667,16.67,2023-12-28
REF0000005669,PAY0000005669,6.77,2024-10-20
REF0000005672,PAY0000005672,37.06,2023-07-15
REF0000005677,PAY0000005677,18.85,2023-02-07
REF0000005678,PAY0000005678,15.69,2024-07-22
REF0000005681,PAY0000005681,13.74,2025-01-17
REF0000005689,PAY0000005689,15.19,2023-08-06
REF0000005697,PAY0000005697,30.78,2024-05-05
REF0000005704,PAY0000005704,11.8,2024-09-26
REF0000005707,PAY0000005707,34.71,2023-08-11
REF0000005718,PAY0000005718,4.14,2023-07-02
REF0000005722,PAY0000005722,15.18,2023-09-21
REF0000005726,PAY0000005726,7.59,2025-04-18
REF0000005729,PAY0000005729,4.0,2024-12-26
REF0000005747,PAY0000005747,80.28,2024-12-10
REF0000005750,PAY0000005750,4.78,2025-03-24
REF0000005753,PAY0000005753,5.51,2023-10-03
REF0000005761,PAY0000005761,11.02,2024-03-08
REF0000005762,PAY0000005762,34.28,2023-02-04
REF0000005779,PAY0000005779,7.83,2024-06-25
REF0000005785,PAY0000005785,35.54,2024-04-16
REF0000005787,PAY0000005787,10.08,2023-12-27
REF0000005794,PAY0000005794,9.18,2023-12-19
REF0000005795,PAY0000005795,40.74,2024-08-17
REF0000005809,PAY0000005809,48.0,2025-01-03
REF0000005814,PAY0000005814,47.3,2025-04-27
REF0000005818,PAY0000005818,3.89,2024-07-22
REF0000005826,PAY0000005826,13.93,2023-12-27
REF0000005827,PAY0000005827,25.61,2025-04-28
REF0000005834,PAY0000005834,32.16,2025-04-25
REF0000005849,PAY0000005849,76.12,2024-07-23
REF0000005850,PAY0000005850,2.22,2023-11-06
REF0000005851,PAY0000005851,4.39,2025-03-09
REF0000005854,PAY0000005854,52.77,2024-03-20
REF0000005857,PAY0000005857,5.35,2023-12-25
REF0000005869,PAY0000005869,25.45,2024-11-08
REF0000005880,PAY0000005880,12.17,2024-10-04
REF0000005897,PAY0000005897,10.0,2023-07-04
REF0000005907,PAY0000005907,15.6,2024-11-02
REF0000005908,PAY0000005908,49.24,2024-11-16
REF0000005909,PAY0000005909,5.29,2023-10-10
REF0000005919,PAY0000005919,21.03,2025-05-04
REF0000005920,PAY0000005920,2.89,2023-01-18
REF0000005938,PAY0000005938,5.96,2025-02-16
REF0000005939,PAY0000005939,13.58,2024-03-05
REF0000005943,PAY0000005943,32.55,2025-05-21
REF0000005948,PAY0000005948,14.4,2023-11-12
REF0000005961,PAY0000005961,47.17,2023-12-02
REF0000005962,PAY0000005962,74.13,2023-01-28
REF0000005967,PAY0000005967,65.25,2023-01-29
REF0000005969,PAY0000005969,10.44,2025-06-12
REF0000005994,PAY0000005994,6.29,2023-10-20
REF0000005997,PAY0000005997,5.21,2025-06-03
REF0000006007,PAY0000006007,19.64,2023-09-26
REF0000006027,PAY0000006027,19.71,2023-02-15
REF0000006031,PAY0000006031,14.65,2024-10-20
REF0000006032,PAY0000006032,24.14,2023-03-20
REF0000006035,PAY0000006035,32.79,2025-03-10
REF0000006036,PAY0000006036,16.05,2025-06-12
REF0000006037,PAY0000006037,19.94,2023-06-18
REF0000006060,PAY0000006060,21.33,2025-05-07
REF0000006073,PAY0000006073,11.55,2024-04-08
REF0000006081,PAY0000006081,2.46,2023-12-08
REF0000006092,PAY0000006092,9.82,2024-09-04
REF0000006093,PAY0000006093,96.98,2024-12-05
REF0000006112,PAY0000006112,16.01,2023-12-10
REF0000006115,PAY0000006115,14.3,2024-02-13
REF0000006116,PAY0000006116,4.55,2023-04-08
REF0000006122,PAY0000006122,19.77,2024-06-23
REF0000006123,PAY0000006123,8.71,2024-12-22
REF0000006127,PAY0000006127,17.79,2024-01-09
REF0000006131,PAY0000006131,27.15,2023-12-05
REF0000006143,PAY0000006143,72.92,2024-07-11
REF0000006146,PAY0000006146,29.58,2023-07-04
REF0000006147,PAY0000006147,22.65,2024-08-17
REF0000006152,PAY0000006152,33.99,2025-01-28
REF0000006155,PAY0000006155,24.96,2023-01-21
REF0000006163,PAY0000006163,16.65,2024-09-15
REF0000006166,PAY0000006166,14.23,2024-03-01
REF0000006173,PAY0000006173,23.0,2023-02-27
REF0000006175,PAY0000006175,7.71,2024-04-12
REF0000006178,PAY0000006178,17.76,2025-05-17
REF0000006182,PAY0000006182,14.15,2025-01-02
REF0000006188,PAY0000006188,19.03,2023-05-25
